Number,dateReported,timeReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,geolocation,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor
MP20002742,1/28/20, 4:10:00 PM,"Jan 26, 2020, 6:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,621 15TH ST,MODESTO,CALIFORNIA,95354,"37.64041108,-120.9912533",0,0,0,,MISDEMEANOR
MP20002670,1/28/20, 3:59:15 AM,"Jan 28, 2020, 3:59:15 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,224 JOHNSON ST,MODESTO,CALIFORNIA,95354,"37.6476801,-120.9911436",0,0,0,,MISDEMEANOR
MP20002777,1/28/20, 9:03:20 PM,"Jan 28, 2020, 9:03:20 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,3213 HUMMINGBIRD LN,MO,,95356,"37.69435952,-121.0556176",0,0,0,,FELONY
MP20002783,1/28/20, 11:18:23 PM,"Jan 28, 2020, 11:18:23 PM",664 /211 PC,664 /211 PC ATTEMPTED ROBBERY 03 Robbery 2900,1800 PRESCOTT RD,MODESTO,CALIFORNIA,95350,"37.67209369,-121.0301546",0,0,0,,
MP20002700,1/28/20, 9:31:12 AM,"Jan 27, 2020, 1:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,4125 RUTH AVE,MODESTO,CALIFORNIA,95355,"37.66272098,-120.9180491",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20002784,1/28/20, 11:37:13 PM,"Jan 28, 2020, 11:37:13 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,400 TUOLUMNE BLVD,MO,CALIFORNIA,95351,"37.62733915,-120.9996094",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20002734,1/28/20, 1:47:57 PM,"Jan 20, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,4929 YOSEMITE BLVD,EMPIRE,CALIFORNIA,95357,"37.63859501,-120.9031774",0,0,0,,FELONY
MP20002672,1/28/20, 4:45:00 AM,"Jan 27, 2020, 6:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1308 EMIGRANT WAY,MO,,95358,"37.65381577,-121.0366778",0,0,0,,FELONY
MP20002706,1/28/20, 9:19:09 AM,"Jan 27, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,200 HUBERT DR,MO,,95354,"37.64060017,-120.9332341",0,0,0,,FELONY
MP20800263,1/28/20, 4:21:00 PM,"Jan 24, 2020, 4:10:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,301 FERGUSON AVE,MODESTO,CALIFORNIA,95354,"37.6414554,-120.9678044",0,0,0,,FELONY
MP20800267,1/28/20, 11:42:00 AM,"Jan 26, 2020, 12:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,232 ORANGE AVE,MODESTO,CALIFORNIA,95350,"37.64832518,-121.0039178",0,0,0,,MISDEMEANOR
MP20002693,1/28/20, 8:00:21 AM,"Jan 28, 2020, 8:00:21 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,144 LEE ST,MODESTO,CALIFORNIA,95354,"37.64744337,-120.9915832",0,0,0,,FELONY
MP20002803,1/29/20, 7:32:42 AM,"Jan 29, 2020, 7:32:42 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,312 KIRBYS MILL DR,MO,,95358,"37.59519826,-120.9970771",1,0,0,,MISDEMEANOR
MP20002848,1/29/20, 12:36:00 PM,"Jan 25, 2020, 10:34:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,708 L ST,MO,CALIFORNIA,95354,"37.64037544,-121.0050198",0,0,0,,FELONY
MP20002797,1/29/20, 4:50:00 AM,"Jan 29, 2020, 4:50:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2200 PLAZA PARKWAY,MODESTO,CALIFORNIA,95350,"37.67085102,-121.0339305",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20002858,1/29/20, 4:19:18 PM,"Jan 7, 2020, 12:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1533 CUMMINS DR,MODESTO,CALIFORNIA,95358,"37.65731381,-121.0333083",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20002861,1/29/20, 4:44:11 PM,"Jan 24, 2020, 6:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,518 BALBOA WAY,MODESTO,CALIFORNIA,95350,"37.66507278,-121.0005734",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20002859,1/29/20, 3:06:13 PM,"Jan 29, 2020, 3:06:13 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,"9TH ST, MO / I ST, MO ( 45/F2 )",MODESTO,CALIFORNIA,95354,"37.63880547,-121.0001102",1,0,0,,FELONY
MP20002792,1/29/20, 12:08:39 AM,"Jan 28, 2020, 11:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2213 GLADWYNE CT,MO,,95358,"37.59681406,-120.9975065",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20002884,1/29/20, 8:37:25 PM,"Jan 29, 2020, 8:00:00 PM",243.4 (D) PC,243.4 (D) PC SEXUAL BATTERY FOR THE PURPOSE OF SEXUAL AROUSAL: FELONY 04 Aggravated Assault 1205,1104 WESTMONT TERRACE,MODESTO,CALIFORNIA,95356,"37.68994933,-120.9776832",1,0,0,,FELONY
MP20002879,1/29/20, 7:02:02 PM,"Jan 29, 2020, 7:02:02 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,140 COVENA AVE,MODESTO,CALIFORNIA,95354,"37.63938858,-120.9717056",1,1,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20002882,1/29/20, 5:54:12 PM,"Jan 29, 2020, 9:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,110 JAMES ST,MODESTO,,95354,"37.63868094,-120.9871385",0,0,0,,FELONY
MP20002850,1/29/20, 3:41:00 PM,"Jan 29, 2020, 12:30:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1231 9TH ST,MODESTO,CALIFORNIA,95354,"37.6419606,-121.0039981",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20002811,1/29/20, 8:56:44 AM,"Dec 20, 2019, 5:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,914 13TH ST,MODESTO,CALIFORNIA,95354,"37.6423237,-120.9965341",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20002885,1/29/20, 9:18:00 PM,"Jan 29, 2020, 3:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3229 HEATHERWOOD CT,MODESTO,CALIFORNIA,95354,"37.63937333,-120.9343974",0,0,0,,FELONY
MP20002893,1/29/20, 11:50:00 PM,"Jan 29, 2020, 8:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,142 MELROSE ST,MO,,95354,"37.64691872,-120.9864412",0,0,0,,FELONY
MP20800270,1/29/20, 10:01:00 AM,"Jan 28, 2020, 11:25:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1914 RALSTON CT,MODESTO,CALIFORNIA,95350,"37.67170927,-121.0013576",0,0,0,,MISDEMEANOR
MP20000006,1/30/20, 2:26:13 PM,"Jan 30, 2020, 2:26:13 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: MISD 04 Aggravated Assault 1474,220 PECOS AVE,MO,CALIFORNIA,95351,"37.61646521,-120.9913998",1,1,1,,FELONY
MP20002903,1/30/20, 5:44:27 AM,"Jan 29, 2020, 3:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3547 FOUNTAIN WAY,MODESTO,CALIFORNIA,95356,"37.6904872,-120.9771474",0,0,0,,FELONY
MP20002973,1/30/20, 5:16:01 PM,"Jan 30, 2020, 5:16:01 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,2800 SISK RD,MODESTO,CALIFORNIA,95350,"37.67961495,-121.0484346",1,0,0,,FELONY
MP20002973,1/30/20, 5:16:01 PM,"Jan 30, 2020, 5:16:01 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2800 SISK RD,MODESTO,CALIFORNIA,95350,"37.67961495,-121.0484346",1,0,0,,FELONY
MP20002919,1/30/20, 8:11:08 AM,"Jan 30, 2020, 8:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,112 WALDEN ST,MODESTO,CALIFORNIA,95354,"37.64020629,-120.9883157",1,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20002933,1/30/20, 10:21:23 AM,"Jan 30, 2020, 10:21:23 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1521 VERMOUTH WAY,MO,CALIFORNIA,95358,"37.60796089,-121.0003948",1,0,0,,FELONY
MP20002933,1/30/20, 10:21:23 AM,"Jan 30, 2020, 10:21:23 AM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,1521 VERMOUTH WAY,MO,CALIFORNIA,95358,"37.60796089,-121.0003948",1,0,0,,FELONY
MP20002933,1/30/20, 10:21:23 AM,"Jan 30, 2020, 10:21:23 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1521 VERMOUTH WAY,MO,CALIFORNIA,95358,"37.60796089,-121.0003948",1,0,0,,FELONY
MP20002898,1/30/20, 1:47:00 AM,"Jan 30, 2020, 12:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3405 POPPYPATCH DR,MO,,95354,"37.64287512,-120.9313738",0,0,0,,FELONY
MP20002896,1/30/20, 12:46:00 AM,"Jan 28, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3901 VON SAVOYE LN,MO,,95355,"37.66872453,-120.9244511",0,0,0,,FELONY
MP20002914,1/30/20, 8:50:00 AM,"Jan 30, 2020, 7:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2808 ZARAND DR,MO,,95355,"37.67998651,-120.9653601",0,0,0,,FELONY
MP20002929,1/30/20, 10:40:00 AM,"Jan 25, 2020, 9:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3513 AKEBY DR,MODESTO,CALIFORNIA,95356,"37.69674461,-121.0620033",0,0,0,,FELONY
MP20002951,1/30/20, 1:27:22 PM,"Jan 29, 2020, 3:00:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,3700 BEYER PARK DR,MODESTO,CALIFORNIA,95355,"37.69157444,-120.9706649",0,0,0,,FELONY
MP20002437,1/31/20, 12:32:42 PM,"Jan 22, 2020, 12:32:00 PM",487 (D)(2) PC,487 (D)(2) PC GRAND THEFT:  FIREARM  06 Theft 2292,"14TH ST, MO / NEEDHAM ST, MO ( 41/F4 )",MODESTO,CALIFORNIA,95350,"37.6457755,-120.9993563",1,0,0,,FELONY
MP20003044,1/31/20, 9:29:07 AM,"Jan 31, 2020, 9:29:07 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,"E ORANGEBURG AVE, MO / OAKDALE RD, MO ( 42/F1 )",MODESTO,CALIFORNIA,,"37.66355044,-120.9575219",0,0,0,,FELONY
MP20003072,1/31/20, 2:56:32 PM,"Jan 31, 2020, 2:30:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1701 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,"37.68984659,-121.0227509",0,0,0,,FELONY
MP20003080,1/31/20, 4:00:11 PM,"Jan 31, 2020, 4:00:11 PM",211 PC,211 PC ROBBERY 03 Robbery 853,1200 W RUMBLE RD,MO,CALIFORNIA,95350,"37.68169223,-121.0104719",1,0,0,,FELONY
MP20003060,1/31/20, 12:22:00 PM,"Jan 31, 2020, 10:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2040 WINTON AVE,MODESTO,CALIFORNIA,95350,"37.68322377,-121.0298572",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003051,1/31/20, 10:26:10 AM,"Jan 31, 2020, 10:26:10 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1513 CLAUD AVE,MODESTO,CA,95350,"37.67478101,-121.0174298",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003048,1/31/20, 8:48:00 AM,"Jan 31, 2020, 3:23:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1613 PELTON AVE,MODESTO,CALIFORNIA,95351,"37.61666432,-121.0151296",0,0,0,,FELONY
MP20003028,1/31/20, 7:53:00 AM,"Jan 30, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3917 SHARPSBURG DR,MODESTO,CALIFORNIA,95357,"37.65101385,-120.9229539",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20003103,1/31/20, 6:57:53 PM,"Jan 31, 2020, 6:57:53 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,124 FRESNO AVE,MO,CALIFORNIA,95351,"37.62998786,-121.0015876",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20003126,1/31/20, 11:15:06 PM,"Jan 31, 2020, 11:15:06 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3709 BRIDGEFORD LN,MO,CALIFORNIA,,"37.69199756,-120.9920173",1,0,0,,FELONY
MP20003126,1/31/20, 11:15:06 PM,"Jan 31, 2020, 11:15:06 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3709 BRIDGEFORD LN,MO,CALIFORNIA,,"37.69199756,-120.9920173",1,0,0,,
MP20003097,1/31/20, 5:51:06 PM,"Jan 31, 2020, 5:51:06 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3801 BEYERWOOD CT,MO,,95355,"37.69344696,-120.967848",1,0,0,,FELONY
MP20003015,1/31/20, 2:30:00 AM,"Jan 31, 2020, 1:15:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,208 COLLEGE AVE,MO,,95350,"37.64760209,-121.0062837",0,0,0,,FELONY
MP20003019,1/31/20, 6:00:00 AM,"Jan 30, 2020, 1:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1645 TONILANE,MO,,95351,"37.62279242,-121.0163163",0,0,0,,FELONY
MP20003086,1/31/20, 3:34:30 PM,"Jan 25, 2020, 6:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3112 SCENIC DR,MO,,95355,"37.65528111,-120.9365814",0,0,0,,FELONY
MP20003122,1/31/20, 10:39:02 PM,"Jan 27, 2020, 2:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1025 ROSELAWN AVE,MODESTO,CALIFORNIA,95351,"37.615243,-121.0050318",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20003119,1/31/20, 10:41:25 PM,"Jan 31, 2020, 10:00:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,525 MAGNOLIA AVE,MODESTO,CALIFORNIA,95354,"37.65199157,-120.9967924",0,1,0,,FELONY
MP20003119,1/31/20, 10:41:25 PM,"Jan 31, 2020, 10:00:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,525 MAGNOLIA AVE,MODESTO,CALIFORNIA,95354,"37.65199157,-120.9967924",0,1,0,,FELONY
MP20800294,1/31/20, 11:07:00 AM,"Jan 31, 2020, 4:30:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,3017 IVORY CT,MODESTO,CALIFORNIA,95355,"37.66781362,-120.9380743",0,0,0,,MISDEMEANOR
MP20003033,1/31/20, 9:35:00 AM,"Jan 31, 2020, 1:41:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1401 LAKEWOOD AVE,MODESTO,CALIFORNIA,95355,"37.66358161,-120.9394479",0,0,0,,FELONY
MP20800445,1/31/20, 9:30:00 AM,"Jan 27, 2020, 5:15:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3401 DALE RD,MODESTO,CALIFORNIA,95356,"37.68821795,-121.0499447",0,0,0,,FELONY
MP20003135,2/1/20, 6:53:05 AM,"Jan 31, 2020, 10:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1608 RADCLIFFE AVE,MODESTO,CALIFORNIA,95358,"37.65919226,-121.0427609",0,0,0,,FELONY
MP20003158,2/1/20, 1:45:50 PM,"Feb 1, 2020, 1:45:50 PM",245 (A)(2) PC,245 (A)(2) PC ASSAULT WITH FIREARM ON PERSON: FELONY 04 Aggravated Assault 1233,3405 JAMESTOWN DR,MO,,95354,"37.64475465,-120.9315875",1,0,0,,FELONY
MP20003168,2/1/20, 3:09:12 PM,"Feb 1, 2020, 3:09:12 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1800 PRESCOTT RD,MO,,95350,"37.67208866,-121.0301416",1,0,0,,FELONY
MP20003168,2/1/20, 3:09:12 PM,"Feb 1, 2020, 3:09:12 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1800 PRESCOTT RD,MO,,95350,"37.67208866,-121.0301416",1,0,0,,FELONY
MP20003217,2/1/20, 10:15:24 PM,"Feb 1, 2020, 10:15:24 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1104 WHITTLE CT,MO,CALIFORNIA,95351,"37.61554602,-121.0236568",1,0,1,,FELONY
MP20003205,2/1/20, 6:03:11 PM,"Jan 30, 2020, 10:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3012 REDBUD CT,MODESTO,CALIFORNIA,95354,"37.64112663,-120.9381546",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20003162,2/1/20, 12:55:00 PM,"Feb 1, 2020, 12:30:00 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,School St,MODESTO,CALIFORNIA,,,0,0,0,,FELONY
MP20003212,2/1/20, 9:41:44 PM,"Feb 1, 2020, 9:41:44 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,3520 WIE,,,,"37.69044362,-121.0047234",0,1,0,,FELONY
MP20003212,2/1/20, 9:41:44 PM,"Feb 1, 2020, 9:41:44 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3520 WIE,,,,"37.69044362,-121.0047234",0,1,0,,FELONY
MP20003183,2/1/20, 5:46:00 PM,"Feb 1, 2020, 5:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"16TH ST, MO / BURNEY ST, MO ( 46/B1 )",,,,"37.64005589,-120.9889196",0,0,0,,FELONY
MP20003203,2/1/20, 7:13:00 PM,"Feb 1, 2020, 10:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"WISDOM WAY, MO / MERLE AVE, MO ( 37/F3 )",,,,"37.67081321,-120.9555743",0,0,0,,FELONY
MP20003237,2/1/20, 9:43:11 PM,"Feb 1, 2020, 9:40:00 PM",211 PC,211 PC ROBBERY 03 Robbery 853,401 PARADISE RD,MODESTO,CALIFORNIA,95351,"37.62780416,-121.0119143",0,0,0,,FELONY
MP20003215,2/1/20, 11:26:15 PM,"Jan 31, 2020, 10:00:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,COLORADO AVE,MODESTO,CALIFORNIA,,"37.61381707,-121.0072348",0,0,0,,FELONY
MP20003234,2/1/20, 10:51:46 PM,"Feb 1, 2020, 6:10:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1804 CYNTHIA LN,MODESTO,CALIFORNIA,95351,"37.61761411,-121.0189839",0,0,0,,FELONY
MP20003141,2/1/20, 9:29:13 AM,"Jan 31, 2020, 10:30:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2905 TYPHOON AVE,MODESTO,CALIFORNIA,95355,"37.68140736,-120.9275441",0,0,0,,MISDEMEANOR
MP20003228,2/2/20, 1:45:44 AM,"Feb 2, 2020, 1:45:44 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1300 WOODLAND AVE,MODESTO,CALIFORNIA,95351,"37.65265006,-121.0285813",1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20003286,2/2/20, 9:18:05 PM,"Feb 2, 2020, 9:18:05 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1911 TOYON AVE,MODESTO,CALIFORNIA,95350,"37.67196621,-120.9930609",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20003238,2/2/20, 8:24:00 AM,"Feb 1, 2020, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2409 TALLENT DR,MO,,95355,"37.65844908,-120.9513411",0,0,0,,FELONY
MP20003255,2/2/20, 1:31:00 PM,"Feb 2, 2020, 1:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1700 YOSEMITE BLVD,MO,,,"37.63796784,-120.9676723",0,0,0,,FELONY
MP20003289,2/2/20, 10:20:34 PM,"Feb 2, 2020, 10:20:34 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1700 RADLEY PL,MO,CALIFORNIA,95351,"37.61705177,-121.0167487",0,0,0,,FELONY
MP20003289,2/2/20, 10:20:34 PM,"Feb 2, 2020, 10:20:34 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: MISD 04 Aggravated Assault 1474,1700 RADLEY PL,MO,CALIFORNIA,95351,"37.61705177,-121.0167487",0,0,0,,FELONY
MP20800331,2/2/20, 10:39:00 AM,"Feb 1, 2020, 1:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3000 SISK RD,MODESTO,CALIFORNIA,95350,"37.68223744,-121.0497159",0,0,0,,FELONY
MP20003267,2/2/20, 4:11:16 PM,"Feb 2, 2020, 4:11:16 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: MISD 04 Aggravated Assault 1474,"PRESCOTT RD, MO / CHEYENNE WAY, MO ( 32/B3 )",MODESTO,CALIFORNIA,,"37.69343321,-121.0315938",0,0,1,,FELONY
MP20003303,2/3/20, 7:01:20 AM,"Feb 2, 2020, 10:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,101 LINCOLN AVE,MODESTO,CALIFORNIA,,"37.63844616,-120.9396163",0,0,0,,FELONY
MP20003329,2/3/20, 9:39:59 AM,"Feb 3, 2020, 8:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1217 10TH ST,MODESTO,CALIFORNIA,95354,"37.64256484,-121.0028666",0,0,0,,FELONY
MP20003360,2/3/20, 3:01:14 PM,"Jan 20, 2020, 9:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3400 COFFEE RD,MODESTO,CALIFORNIA,95355,"37.68667062,-120.9759736",0,0,0,,FELONY
MP20003386,2/3/20, 3:51:08 PM,"Feb 3, 2020, 12:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,601 NEECE DR,MO,,,"37.62255439,-121.0007046",0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003358,2/3/20, 10:10:42 AM,"Dec 21, 2019, 10:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,104 PARK AVE,MODESTO,CALIFORNIA,95354,"37.64586862,-120.9988487",0,0,0,,FELONY
MP20003358,2/3/20, 10:10:42 AM,"Dec 21, 2019, 10:00:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,104 PARK AVE,MODESTO,CALIFORNIA,95354,"37.64586862,-120.9988487",0,0,0,,FELONY
MP20003358,2/3/20, 10:10:42 AM,"Dec 21, 2019, 10:00:00 PM",261 (A)(2) PC,261 (A)(2) PC RAPE BY FORCE/FEAR/ETC 02a. Rape 1375,104 PARK AVE,MODESTO,CALIFORNIA,95354,"37.64586862,-120.9988487",0,0,0,,FELONY
